PK_RamoAtividade;cd_ramo_atividade;de_ramo_atividade;Ramo_de_Atividade;divisoes;Divisao_2digitos_Cnae
11788;4782202;COMERCIO VAREJISTA DE TECIDOS;;COMÉRCIO VAREJISTA;47
17076;8230001;CABELEIREIROS, MANICURE E PEDICURE;;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;82
6692;4784900;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;;COMÉRCIO VAREJISTA;47
12707;4744005;GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA;;COMÉRCIO VAREJISTA;47
6508;4729699;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;;COMÉRCIO VAREJISTA;47
38100;7500100;HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS;;ATIVIDADES VETERINÁRIAS;75
12521;4751200;COMERCIO VAREJISTA DE LUBRIFICANTES;;COMÉRCIO VAREJISTA;47
12100;4772500;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS, COSMETICOS E PRODUTOS DE PERFUMARIA;;COMÉRCIO VAREJISTA;47
13497;4763602;SERVICOS DE ENGENHARIA;;COMÉRCIO VAREJISTA;47
10426;4761003;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;;COMÉRCIO VAREJISTA;47
19156;4530701;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19162;4520001;COMERCIO POR ATACADO DE PNEUMATICOS E CAMARASDEAR;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19166;4530703;COMERCIO POR ATACADO DE PNEUMATICOS E CAMARASDEAR;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19240;4530703;RECONDICIONAMENTO E RECUPERACAO DE MOTORES PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18370;9609208;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96
19157;4530701;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
8799;4754701;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;;COMÉRCIO VAREJISTA;47
37377;7911200;SERVICOS DE RESERVAS E OUTROS SERVICOS DE TURISMO NAO ESPECIFICADOS ANTERIORMENTE;;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;79
37370;7911200;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;79
18377;9609202;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96
19252;4512901;COMERCIO SOB CONSIGNACAO DE MOTOCICLETAS E MOTONETAS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18826;4520001;RECONDICIONAMENTO E RECUPERACAO DE MOTORES PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19233;4530704;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18418;4530703;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
8843;4722902;PESCA DE PEIXES EM AGUA SALGADA;;COMÉRCIO VAREJISTA;47
19164;4530702;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19256;4520005;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19163;4530705;COMERCIO POR ATACADO DE PNEUMATICOS E CAMARASDEAR;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19337;4520001;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
8909;4721102;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;;COMÉRCIO VAREJISTA;47
19249;4512902;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19365;4520006;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
9544;4782202;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;;COMÉRCIO VAREJISTA;47
19313;4530703;MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA USO GERAL NAO ESPECIFICADOS ANTERIORMENTE;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19372;4530703;SERVICOS DE REBOQUE DE VEICULOS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19244;4542102;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
9742;4772500;COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS;;COMÉRCIO VAREJISTA;47
19377;4530705;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
6751;4759899;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;;COMÉRCIO VAREJISTA;47
9543;4781400;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO;;COMÉRCIO VAREJISTA;47
19185;4520007;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
8901;4754703;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;;COMÉRCIO VAREJISTA;47
19265;4530703;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19202;4541205;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18771;4541203;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
8899;4754703;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;;COMÉRCIO VAREJISTA;47
18129;9603302;SERVICOS DE SEPULTAMENTO;;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96
6752;4782201;FABRICACAO DE GELO COMUM;;COMÉRCIO VAREJISTA;47
6741;4761001;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;;COMÉRCIO VAREJISTA;47
19390;4530703;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
35301;5250805;TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS;;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;52
9410;4744099;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;;COMÉRCIO VAREJISTA;47
9408;4744001;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;;COMÉRCIO VAREJISTA;47
9745;4763603;CHAVEIROS;;COMÉRCIO VAREJISTA;47
18139;9603303;SERVICOS DE CREMACAO;;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96
8573;4743100;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;;COMÉRCIO VAREJISTA;47
19366;4520006;SERVICOS DE REBOQUE DE VEICULOS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
8798;4761003;ATIVIDADES DE CONTABILIDADE;;COMÉRCIO VAREJISTA;47
10428;4759899;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO;;COMÉRCIO VAREJISTA;47
19394;4530705;COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
9752;4713002;COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS;;COMÉRCIO VAREJISTA;47
15413;4774100;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, COM MANIPULACAO DE FORMULAS;;COMÉRCIO VAREJISTA;47
8888;4781400;COMERCIO VAREJISTA DE MOVEIS;;COMÉRCIO VAREJISTA;47
19395;4530701;COMERCIO POR ATACADO DE PNEUMATICOS E CAMARASDEAR;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
35310;5240199;AGENCIAS DE VIAGENS;;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;52
6754;4755503;FABRICACAO DE GELO COMUM;;COMÉRCIO VAREJISTA;47
18118;9603304;SERVICOS DE SOMATOCONSERVACAO;;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;96
15414;4771702;COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS;;COMÉRCIO VAREJISTA;47
19266;4520005;MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19379;4530703;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
37406;7911200;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;79
19239;4530704;RECONDICIONAMENTO E RECUPERACAO DE MOTORES PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
9402;4753900;COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS, PECAS E ACESSORIOS;;COMÉRCIO VAREJISTA;47
19386;4530701;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18793;4541205;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19389;4520003;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19280;4520007;MANUTENCAO E REPARACAO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
19382;4530703;FABRICACAO DE GERADORES DE CORRENTE CONTINUA E ALTERNADA, PECAS E ACESSORIOS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
8851;4789002;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;;COMÉRCIO VAREJISTA;47
15415;4773300;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, COM MANIPULACAO DE FORMULAS;;COMÉRCIO VAREJISTA;47
35340;5212500;RESTAURACAO E CONSERVACAO DE LUGARES E PREDIOS HISTORICOS;;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;52
18460;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
16356;4721103;COMERCIO ATACADISTA DE CARNES BOVINAS E SUINAS E DERIVADOS;;COMÉRCIO VAREJISTA;47
37434;7911200;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;79
18482;4530706;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18487;4520005;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18918;4511102;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
6715;4782201;COMERCIO VAREJISTA DE MATERIAL ELETRICO;;COMÉRCIO VAREJISTA;47
18960;4512902;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
36844;5510801;PRODUCAO DE MUDAS E OUTRAS FORMAS DE PROPAGACAO VEGETAL, CERTIFICADAS;Serviços de Alojamento/Alimentação;ALOJAMENTO;55
18935;4520007;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
37389;7990200;CRIACAO DE ANIMAIS DE ESTIMACAO;;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;79
16442;7319099;MARKETING DIRETO;;PUBLICIDADE E PESQUISA DE MERCADO;73
18810;4541205;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18488;4512901;CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18509;4541202;COMERCIO POR ATACADO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18490;4530703;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18940;4530703;SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18917;4542102;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18537;4511102;COMERCIO SOB CONSIGNACAO DE VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18942;4520006;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18525;4512902;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18510;4530703;ALUGUEL DE ANDAIMES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
6570;4742300;COMERCIO VAREJISTA DE MATERIAL ELETRICO;;COMÉRCIO VAREJISTA;47
18885;4543900;COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
12738;4789002;PRODUCAO DE MUDAS E OUTRAS FORMAS DE PROPAGACAO VEGETAL, CERTIFICADAS;;COMÉRCIO VAREJISTA;47
18506;4512902;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18467;4520002;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
12028;4729602;ALUGUEL DE MATERIAL MEDICO;;COMÉRCIO VAREJISTA;47
18456;4511102;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
8895;4759899;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;;COMÉRCIO VAREJISTA;47
18867;4542102;COMERCIO SOB CONSIGNACAO DE MOTOCICLETAS E MOTONETAS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18789;4541205;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
12575;4744004;CONSTRUCAO DE EDIFICIOS;;COMÉRCIO VAREJISTA;47
18469;4520002;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
12599;4789001;FILMAGEM DE FESTAS E EVENTOS;;COMÉRCIO VAREJISTA;47
18485;4520005;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
36879;5590603;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Serviços de Alojamento/Alimentação;ALOJAMENTO;55
8741;4711302;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;;COMÉRCIO VAREJISTA;47
8024;4755502;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;;COMÉRCIO VAREJISTA;47
8887;4754701;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;;COMÉRCIO VAREJISTA;47
8574;4743100;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;;COMÉRCIO VAREJISTA;47
19403;4541205;TRANSPORTE ESCOLAR;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
8560;4781400;FACCAO DE ROUPAS PROFISSIONAIS;;COMÉRCIO VAREJISTA;47
6288;4789099;SERVICOS DE SEPULTAMENTO;;COMÉRCIO VAREJISTA;47
8030;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;;COMÉRCIO VAREJISTA;47
6265;4789099;SERVICOS DE CREMACAO;;COMÉRCIO VAREJISTA;47
18933;4520005;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18868;4542102;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
6721;4742300;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;;COMÉRCIO VAREJISTA;47
18958;4530703;ESTACIONAMENTO DE VEICULOS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
10427;4761001;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;;COMÉRCIO VAREJISTA;47
6337;4789099;SERVICOS DE SOMATOCONSERVACAO;;COMÉRCIO VAREJISTA;47
8744;4711302;COMERCIO ATACADISTA DE SEMENTES, FLORES, PLANTAS E GRAMAS;;COMÉRCIO VAREJISTA;47
18883;4541205;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
35762;4120400;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;Indústria da Construção;CONSTRUÇÃO DE EDIFÍCIOS;41
6720;4782201;INSTALACAO E MANUTENCAO ELETRICA;;COMÉRCIO VAREJISTA;47
18952;4530703;SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
35344;5250802;COMISSARIA DE DESPACHOS;;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;52
18863;4542102;COMERCIO SOB CONSIGNACAO DE VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18504;4520005;COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
37322;0990401;ATIVIDADES DE APOIO A EXTRACAO DE MINERIO DE FERRO;;ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS;09
36913;9001903;PRODUCAO TEATRAL;;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;90
18870;4530703;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18961;4512902;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18858;4530703;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
8559;4781400;ESTAMPARIA E TEXTURIZACAO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO;;COMÉRCIO VAREJISTA;47
18523;4512902;COMERCIO SOB CONSIGNACAO DE VEICULOS AUTOMOTORES;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18873;4512902;COMERCIO SOB CONSIGNACAO DE MOTOCICLETAS E MOTONETAS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
35346;5229002;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;52
18874;4542102;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
18508;4530703;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;45
6718;4781400;COMERCIO VAREJISTA DE MATERIAL ELETRICO;;COMÉRCIO VAREJISTA;47
35754;4120400;OBRAS DE TERRAPLENAGEM;Indústria da Construção;CONSTRUÇÃO DE EDIFÍCIOS;41
