PK_InfoEmpresas;nm_razao_social;fl_matriz
6497;ROGERIO SILVEIRA;sim
33529;CELIO MADRUGA ME;sim
32825;SHUI RESTAURANTE LTDA ME;sim
33422;MARIA SANTA DA SILVA BUFFET DE PIZZAS ME;sim
33424;EDMILSON CORREIA DO NASCIMENTO ME;sim
33417;ADMAR LANCHES LTDA ME;sim
6341;FRANCISCO ABREU DO VALE ME;sim
33448;LILIANE APARECIDA SILVA DE OLIVEIRA MEI;sim
33445;ARLINDA CORREIA DE AMORIM MEI;sim
33454;R M DE RESENDE LANCHONETE ME;sim
32811;K Z LEAL ME;sim
32880;PIRES RESTAURANTE LTDA ME;sim
32916;DIRCE FERREIRA PELISSARI ME;sim
35813;MARCOS FERREIRA DE FREITAS ME;sim
33053;PAULO LUCIANO DA SILVA MEI;sim
33051;CIDONI LUCIA CREMONINI ME;sim
35810;PARTIFIB PROJETOS IMOBILIARIOS CAIUBI LTDA;sim
33055;GANDI COMERCIO DE ALIMENTOS LTDA;sim
33066;FAMILIA GIRON PIZZARIA LTDA ME;sim
35815;AJUA EMPREENDIMENTOS E PARTICIPACOES LTDA ME;sim
35827;FRANCISCO UAGILON LIMA DA SILVA ME;sim
35825;AMARILIS EMPREENDIMENTOS IMOBILIARIOS LTDA;sim
35818;GEORGINA BUSINESS PARK SPE LTDA;sim
35822;JARDINS MANGUEIRAL EMPREENDIMENTOS IMOBILIARIOS SA;nao
36061;MANOEL DE SOUZA E SILVA EPP;sim
33061;MARIA DOS ANJOS GOMES CORREA ME;sim
36020;ART DECOR INDUSTRIA E COMERCIO LTDA ME;sim
36022;LUIZ CARLOS DE OLIVEIRA BUENO EPP;sim
36024;JODEVAL VICENTE DE SOUZA ME;sim
36018;GLAUCIA MARIA BARROS DA SILVA GRATIVAL MEI;sim
32953;DH COMERCIAL PRESTADORA DE SERVICOS LTDA ME;sim
32982;PABLO ESTEVAN MORAES MARIA ME;sim
33851;GRANDE PORTE TREINAMENTOS EM INFORMATICA LTDA ME;sim
36012;SIMONE RODRIGUES NALON DA SILVA MEI;sim
32980;SILVIO DE PAULA CABRAL ME;sim
32984;PRISCILA DE MORAIS RODRIGUES ME;sim
32990;CEZARIO CARDIM SANTOS ME;sim
32986;JOSE ANTONIO ARAUJO ROCHA ME;sim
35997;MINERIOS CURUCA LTDA ME;nao
32978;ELZA DE JESUS RODRIGUES ME;sim
35992;JOAO FRANCISCO CIREZOLA ME;sim
32970;GASPAROTO & DARROZ LTDA ME;sim
32968;RODRIGO DA SILVA MEI;sim
36028;FABRICA DE GESSO CHAVES LTDA ME;sim
36038;INDUSTRIA E COMERCIO DE REFRIGERACAO OSMAK LTDA ME;sim
32972;ED FER COMERCIAL LANCHONETE LTDA ME;sim
36041;BOM BLOCO LTDA ME;sim
36058;ALTO VALE MARMORES E GRANITOS LTDA ME;sim
35951;FABRICA DE BLOCOS E FERRAGENS DONIZETI LTDA ME;sim
35874;VICORP ITAICI LOTEAMENTOS;sim
35865;BRACON 03 EMPREENDIMENTO IMOBILIARIO LTDA;sim
35880;GILBERTO CAMBRAIA ME;sim
35863;BRUGGE INCORPORACAO SPE LTDA;sim
35982;JOAO SILVESTRE MAZZOCHI BRAGANCA ME;sim
35836;ER PARTICIPACOES E EMPREENDIMENTOS LTDA ME;sim
32974;TAUFER & SILVA LTDA ME;sim
35832;EDSON MERLO ME;sim
35843;CONSORCIO CONDOMINIO GOLF VILLE II;sim
35858;MRV PRIME XXIII INCORPORACOES SPE LTDA;nao
35877;BRUSAN CONSTRUCOES EPP LTDA;sim
35882;K R EMPREENDIMENTOS E INCORPORADORA IMOBILIARIA LTDA;sim
35944;FORT LAJE ARTEFATOS DE CIMENTO LTDA ME;sim
33039;C S P MACHADO ME;sim
35914;ROGERIO DUARTE RODRIGUES CONSTRUCOES ME;sim
33847;ANTOINE HADDAD DE SIQUEIRA MEI;sim
35953;AUREA MARIA RODRIGUES FERREIRA MEI;sim
35955;VITABLOCO ARTEFATOS DE CONCRETO LTDA ME;sim
33085;ENI CALDAS CARDOSO MEI;sim
35906;ANTONIO FERNANDO DE ARAUJO GARCIA;sim
33079;SUSANA ROCHA DA SILVA ME;sim
33077;MANOEL LIMA FIGUEIREDO ME;sim
33073;DEJALMIR SILVA LOPES MEI;sim
33082;RAMILDO GONCALVES MEI;sim
33098;CARLOS HENRIQUE BATISTA MEI;sim
33087;EDI LOPES ETHUR MEI;sim
35899;REFORMEC REFORMAS EM CONSTRUCAO CIVIL LTDA ME;sim
35892;QUICK UBIATANS 476 EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;sim
35884;FORTCON CONSTRUTORA E INCORPORADORA LTDA ME;sim
6246;JOSEMIR ARAUJO SILVA PRESENTES ME;sim
35902;SALIM & GALVAN INCORPORACOES EPP LTDA;sim
32837;SAPORE DI FESTA SERVICOS PARA EVENTOS LTDA ME;sim
32839;ELOI FREITAS DO CALMO ME;sim
24701;ANDRADE GUTIERREZ ENGENHARIA SA;nao
37333;BRAGAL MINERADORA LTDA ME;sim
37316;DOUGLAS ANDRADE VARELA DA SILVA MEI;sim
6571;MARCELO MARINHO MAGNAVITA MEI;sim
37354;JOSE SERGIO BARROS DA CRUZ MEI;sim
37390;MOTIVATION INCENTIVOS PROMOCOES E VIAGENS LTDA ME;sim
6612;MARY LUCIA ALVES VALDIVINO MEI;sim
37384;TREKK BRASIL TURISMO DE AVENTURA LTDA ME;sim
37475;IBICACAMBAS SOCIEDADE SIMPLES LTDA ME;sim
37713;VULCAN MATERIAL PLASTICO LTDA EM RECUPERACAO JUDICIAL;nao
6501;POSTO LEAO DA ILHA LTDA;sim
6386;GRACIELLE KSZAN FRANCISCO MEI;sim
6436;VANIA MARIA DE VASCONCELOS MEI;sim
6338;NAYARA CRISTINA SANTOS MEI;sim
6513;RENIR RAMALHO DE OLIVEIRA ME;sim
37677;IMPLANTA RS TECNOLOGIA DE SEGURANCA LTDA ME;sim
7624;MARCELLA DE ARAUJO GARCIA MEI;sim
6632;ROSELAINE RODRIGUES MEI;sim
6723;SONIA MARIA EBERTZ RODRIGUES ME;sim
6773;COMERCIAL MISTER MOORE LTDA ME;sim
6702;FRANCIELE PIASSA GENOVAI MEI;sim
6662;CORACAO BRASIL EDITORA LTDA ME;sim
6667;H & M P FIGUEIRA LTDA ME;sim
6062;FABIANA SOUSA PONTES DO AMARAL MEI;sim
6749;LUNI SEG SEGURANCA ELETRONICA LTDA ME;sim
6251;EDGARDO MARCOS ASTOLA SANCHEZ MEI;sim
6093;DOMINGOS CAMDEIRA DA SILVA MEI;sim
37803;N C UBAENSE INDUSTRIA E COMERCIO DE MAQUINAS E EQUIPAMENTOS AGRICOLAS E INDUSTRIAIS LTDA;sim
37849;METALURGICA CASAGRANDE LTDA;sim
37809;SPRINGWAY IMPORTACAO EXPORTACAO COMERCIO E SERVICOS LTDA;nao
37693;TRANSPORTES 21 LTDA ME;nao
37743;ARTE POLIESTER INDUSTRIA E COMERCIO EIRELI EPP;sim
6071;DEIDE LUCIA OLIVEIRA DA TRINDADE MEI;sim
37696;M E DE OLIVEIRA E CIA LTDA ME;sim
37776;PURE PLASTICS DO BRASIL LTDA ME;sim
37521;JOSE HENRIQUE DEMARQUES MEI;sim
6087;ARTHUR ABIJAUDE FILHO ME;nao
6114;GULART & MUMBACH LTDA ME;sim
6242;LUIS CARLOS MORO JUNIOR ME;sim
6262;FUNERARIA E FLORICULTURA SANTA RITA DE CASSIA LTDA ME;nao
6132;MILTON RODRIGUES CARVALHO ME;sim
6119;CARLA ANDRESSA DELL AGNOLO MEI;sim
6122;SUZI APARECIDA BISPO LIMA MEI;sim
6595;LUCIANO ROLIM DOS SANTOS MEI;sim
7342;GERALMAX A COMERCIAL EPP LTDA;sim
7502;RIO NORTE MATERIAIS DE CONSTRUCOES LTDA ME;sim
7758;INESSA PEREIRA DE LIMA ME;sim
7271;J M R CORREIA DA SILVA ME;sim
7357;NAIR CARDOSO DA SILVA MEI;sim
37397;PROMOTUR PROMOCOES VIAGENS E TURISMO LTDA ME;sim
7471;CELMA MARTINS SILVA MEI;sim
7440;METALPLAN COMERCIO DE PECAS METALICAS EPP LTDA;sim
37297;CLEBER MARCELINO DE GOIS ME;sim
7260;MARCIO ADRIANO RUIZ ME;sim
7434;ELBIO ALVES DE ALMEIDA MEI;sim
6516;MAJA M M DE OLIVEIRA E SILVA MOVEIS ME;sim
7460;ADENILSON DOS SANTOS CAMARA MEI;sim
7610;W A DISTRIBUIDORA E IMPORTADORA LTDA ME;sim
7133;L PIRES ME;sim
6859;F & F COMERCIO REPRESENTACOES E SERVICOS DE MATERIAL MEDICO E HOSPITALAR LTDA ME;sim
7630;GIULIANA PICANZO DE MORAIS SODER ME;sim
6902;AMELIO FRANCISCO DO PRADO ME;sim
6815;COMERCIAL TC COMERCIO DE CONFECCOES EIRELI ME;nao
7739;MACEDO & MACEDO FARIA EPP LTDA;nao
37589;CONSELHO DE ADMINISTRACAO DO FUNDO DE APOSENTADORIA E PENSOES DOS SERV MUNICIPAIS DE PEDRO GOMES;sim
7745;EQUIPADAO COMERCIO VAREJISTA DE ACESSORIOS PARA VEICULOS LTDA ME;sim
6790;RIVONALDO RIBEIRO CHAVES JUNIOR MEI;sim
7743;JOSENILDE MARIA DE LIMA ME;sim
37624;CONSELHO TUTELAR DE PENEDO;sim
6805;TECH CELL SOFTWARE E COMPUTADORES LTDA ME;sim
37684;LUCIENE MARQUES DA SILVA ME;sim
7755;ESSENCIA COMERCIAL LTDA;nao
7834;JOAO NASCIMENTO DOS SANTOS & CIA LTDA ME;sim
6542;MARIA GISLAINE DE SOUZA CONFECCOES ME;sim
7899;E A PEREIRA FILHO ME;sim
7788;ANNE COMERCIO DE COSMETICOS LTDA ME;sim
8040;MARCOS VINICIUS FERREIRA DOS SANTOS MEI;sim
7992;KENERIKA LIVRARIA PAP LTDA ME;sim
7846;ARNO ARNILDO BLANK MEI;sim
8031;EDIVANIA BATISTA DE ANDRADE ME;sim
8045;J DE MEDEIROS DANTAS ME;sim
7810;MANOEL ALEXANDRE ABELANDAVON FLEBE ME;sim
7805;MOMENTO MASSAGEM LTDA ME;sim
7815;ADRIANA CRISTINA RODRIGUES CARRIEL ME;sim
7801;CASA DE CARNES DELICATESSE LTDA ME;sim
6538;NEUDETE DA ASSUNCAO ELIAS MEI;sim
7825;PAULO SIQUEIRA MEI;sim
8035;MMV DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA ME;sim
7783;DE PLA MATERIAL FOTOGRAFICO LTDA;nao
7876;J J KURPEL CALEGARI & CIA LTDA ME;sim
7859;DISA MOTOS LTDA;nao
6555;JOSE FABIO LOUREIRO DA SILVA ME;sim
8176;LETICIA DE ALMEIDA SOARES ME;sim
6559;REJANE VERONICA CIPRIANO DO NASCIMENTO ME;nao
8179;G R DA SILVA COM FAB E PRESTACAO DE SERVICOS ME;sim
7945;HELIO FREIRE DE OLIVEIRA ME;sim
8190;ANTONIA RIVANDA LIMA PINHEIRO ME;sim
33207;LANCHONETE E PASTELARIA TIA LUZIA LTDA ME;sim
7942;LISANDRO COMERCIO VAREJISTA DE MODA EPP LTDA;nao
8192;ANDREIA CRISTINA ALVES MEI;sim
37463;JOSE ROBERTO CASTELLO DE TEVES MEI;sim
8208;ADAN BARBOSA SILVEIRA MEI;sim
37421;MARY VOUILLAMOZ ALBUQUERQUE;sim
8203;JUAREZ JOSE BIDINOTO ME;nao
8188;COMERCIO DE TINTAS E VERNIZES MARITACA LTDA ME;sim
7977;CARLOS ALBERTO DUARTE DA SILVA MEI;sim
8205;KREWER E ABREU LTDA ME;sim
8185;PRIMEIRA LINEA DE BOUTIQUE LTDA ME;nao
7837;HERMIO DOMINGOS NADAL ME;sim
6898;WCR EQUIPAMENTOS E MONTAGENS LTDA ME;sim
6982;CARMELINA DE SOUSA MEI;sim
7852;E R FERREIRA COMERCIAL ME;sim
7100;GREICE MATOS MEI;sim
7136;A G B P DE MELO ME;sim
7056;PET CARINHO COMERCIO DE ARTIGOS PARA ANIMAIS LTDA ME;sim
6995;LEONICE SILVA SANTOS MEI;sim
7025;COOPERATIVA AGROINDUSTRIAL ALFA;nao
7458;CARLOS ANDRE DE FARIAS MEI;sim
37603;PROCURADORIA GERAL DO ESTADO;nao
7406;M H REOLON PRADO & CIA EPP LTDA;sim
37593;MINISTERIO DA FAZENDA;nao
7280;ERM DAS NEVES CONFECCOES ME;sim
7284;ELIETE MARIA MAGALHAES DO AMARAL MEI;sim
7391;A DA S PINHEIRO ME;sim
7409;ERIKA CRISTINA DA SILVA NASCIMENTO MEI;sim
6067;PAPA TUDO MASS LTDA ME;sim
6778;DIONIL GUEDES ME;sim
7817;EDUARDO GUSMAO DE CASTRO ME;sim
7791;GARCIA & BUZACHI LTDA ME;sim
7820;ANGEL COMERCIO DE ROUPAS LTDA ME;sim
7822;FERNANDA NICOLE RIBEIRO ZANELLA ME;sim
7864;ROGERIO FURTADO KONRADT ME;sim
7808;MIGUEL MATIAS PAIFFER ME;sim
8462;MV NOVIDADES E PRESENTES LTDA ME;nao
7796;BEZERRA COMERCIO DE COMBUSTIVEIS LTDA;nao
7843;FRANCISCA FRANCINILDA FERREIRA TEIXEIRA ME;sim
37309;GRAFICA CAIAPO LTDA ME;sim
7855;DIONISIO RODRIGUES CARDOSO MEI;sim
6107;FRIGO NIARA INDUSTRIA E COMERCIO DE CARNES LTDA;sim
7839;MERCEARIA BRITO LOPES LTDA;sim
7873;WASHINGTON LUIZ LAFAYETTE LOPES RIBEIRO ME;sim
7573;FALCAO PIROTECNIA LTDA ME;sim
7870;LOJAS IPE LTDA;nao
7878;E A CONSTRUCOES COMERCIO E SERVICOS LTDA ME;sim
7560;ISONETE ALVES SILVA MEI;sim
8596;JOAO DA CRUZ DO NASCIMENTO JACINTO ME;sim
8612;LUIZ ROBERTO OLIVEIRA PARISE JAU ME;sim
8604;FONO VIP OTICA E APARELHOS AUDITIVOS LTDA ME;sim
8610;SILVANA BRAZ VIANA ME;sim
8655;C H JACINTO CALCADOS ME;sim
8646;CESAR AUGUSTO FERREIRA DE SOUZA ME;nao
8640;JULIO JANES CARDOSO ME;sim
8642;IRANDYR DOS SANTOS LIMA MEI;sim
8649;CELSO DA SILVA VIDROS ME;sim
8588;C R A ELETRONICA INDUSTRIAL LTDA ME;sim
8652;EDENILSON FERNANDO BUORO ME;sim
8638;JESSICA BEATRIZ CIABOTTI BARBOZA MEI;sim
8633;DROGARIA STOQUE & SIQUEIRA LTDA ME;sim
8619;SIMONE DOS SANTOS CARVALHO MEI;sim
8614;THATI MERCEARIA LTDA ME;sim
8616;IPANEMA INDUSTRIA E COMERCIO LTDA;nao
8621;WANDERLY CARDOSO DE MELO MEI;sim
8635;VNT DISTRIBUIDORA DE SECOS E MOLHADOS LTDA ME;sim
8628;ANDREA CALIL ME;sim
8607;MINIMERCADO JD LTDA ME;sim
8541;ANIBAL DI CAVALCANTI FERREIRA MEI;sim
8488;DIEGO CAUE TEIXEIRA;sim
8683;JANE DE FREITAS PIRES PENNA COMERCIO DE MODA ME;sim
8482;ZAIRA PEREIRA DOS SANTOS MEI;sim
6580;FREDEANA COMERCIO DE COSMETICOS E SERVICOS LTDA ME;nao
8485;EDITORA MARGARITA SCHACK LTDA ME;nao
8490;SAO BENTO COMERCIO DE MEDICAMENTOS E PERFUMARIA LTDA EM RECUPERACAO JUDICIAL;nao
8505;F F DA SILVA PADARIA ME;sim
8499;DABIJU BOLSAS E ACESSORIOS LTDA ME;sim
8477;FRANCISCO FERREIRA DE SOUZA MECANICA ME;sim
8475;ANTONIO PIRES FERREIRA ME;sim
8468;MERCEARIA CALIFORNIA LTDA ME;sim
8466;SANDRA MARIA PEREIRA CONSTRUCAO ME;sim
8470;COMERCIAL MADEIREIRA PIRATININGA LTDA ME;sim
8464;MARIA EVA DE ASSIS SANTOS;sim
8473;AGROVACA DISTRIBUIDORA DE RACOES LTDA;sim
8408;ZENILSON CLEITON CAMARA MEI;sim
8422;COMERCIO DE SOLA ALIANCA LTDA ME;sim
8503;JOAO BATISTA VILA NOVA MEI;sim
8414;CICERO GIRLAN BONIFACIO DE ALENCAR ME;sim
8418;WMC CONSTRUTORA LTDA ME;sim
8426;RODRIGUES DE REZENDE E REZENDE LTDA ME;sim
8451;J L M DE ARAUJO ME;sim
8445;GRACIELE APARECIDA BIAZUS SANTOS ME;sim
8430;CLEONICE RONDON CARRIJO ME;sim
8412;EUNICE A C GARCIA ME;sim
8454;JOAO CARLOS DA SILVA ME;sim
8395;LUCINEIDE DA SILVA HOLANDA MEI;sim
8384;IMPORTADORA E EXPORTADORA GREEN POPS LTDA ME;sim
8391;ANA CLAUDIA REIS DA SILVA MEI;sim
8400;CARLOS PRADINES DE MENEZES JUNIOR ME;sim
8410;JOAO BATISTA GOMES RODRIGUES MEI;sim
8405;SUPERMERCADO RIVIERA LTDA ME;sim
8434;EDMA DA PENHA MACHADO GASPARINI ME;sim
8568;BONONE & OLIVEIRA LTDA ME;sim
8552;ZALEN CALCADOS E ACESSORIOS LTDA ME;sim
8508;GILMARA SILVA DO NASCIMENTO MEI;sim
8544;FABRO & FABRO EPP LTDA;sim
8554;RIO SPORT CONFECCOES EIRELI ME;sim
8585;VISORGLAS VIDROS TEMPERADOS LTDA ME;sim
8564;GRAZIELA COSTA FERNANDES ME;sim
8538;RISONEIDE BATISTA DE OLIVEIRA MEI;sim
8532;A V MARQUES ME;nao
8679;POLYNE ADRIANO RAMOS MEI;sim
8521;DANIEL ALVES DA GAMA MERCEARIA ME;sim
8513;TOTANY LOJA DE CONVENIENCIA LTDA ME;sim
8517;GENESIO CORREIA DA SILVA ME;sim
8525;BOUTIQUE OK EPP LTDA;nao
8459;PEDRO PATRICIO DA SILVA GENEROS ALIMENTICIOS ME;sim
8535;JANAINA SOUZA SOARES MEI;sim
8527;FABIANO DOS SANTOS OFICINA ME;sim
37958;COMERCIAL PELOTAS DE METAIS E PRODUTOS QUIMICOS LTDA ME;nao
37988;DOERNER & CIA EPP LTDA;nao
38024;TV ARATU SA;sim
38012;SANTA TEREZA PESQUIISAS HABITACIONAIS LTDA ME;sim
37955;CENTRAL TELHA INDUSTRIA E COMERCIO LTDA ME;nao
37947;METALURGICA TECNOSTEEL LTDA;sim
37939;SOFAPE FABRICANTE DE FILTROS LTDA;nao
37935;VILAMOVEIS INDUSTRIA E COMERCIO LTDA ME;sim
37941;IONE CARLISE MUELLER ME;sim
37953;MAKIE HATSUTA ME;sim
37943;COMPANHIA SIDERURGICA DO PARA COSIPAR;sim
38017;RADIO GUARUJA PAULISTA LTDA;nao
8774;JUCELINO RAIMUNDO DOS SANTOS ME;sim
2103;LOJAS INSINUANTE SA;nao
38108;PETROLEO BRASILEIRO S A PETROBRAS;nao
38037;RADIO CIDADE EPP LTDA;nao
38130;CB ADMINISTRADORA DE EVENTOS PROMOCIONAIS E SERVICOS LTDA;sim
2765;IGREJA CRISTA MARANATA;nao
820;SUPERGASBRAS ENERGIA LTDA;nao
38102;MARCIA R S P LIMA ME;sim
38084;EMPRESA DE AGUAS CRISS LTDA ME;nao
38043;FUNDACAO PAZ NA TERRA;nao
38041;ELG ASSESSORIA EMPRESARIAL LTDA ME;sim
38066;ASSOCIACAO DE PACIENTES RENAIS DE CATAGUASES APRC;sim
38087;MINALBA ALIMENTOS E BEBIDAS LTDA;nao
38074;EMBAIXADA DA COMUNIDADE DA AUSTRALIA OFICIAL;sim
37911;BOGDAN KAZIMIERZ PIEKOSZEWSKI ME;sim
37980;BENTO MARTINS LOPES MEI;sim
38104;CONSORCIO BM S 66;sim
5912;SERGIO L A DOS ANJOS ME;sim
5849;JOSE ROBERTO DE GOES MEI;sim
5872;J L NUNES PANIFICADORA ME;sim
5835;ANASTACIA C DA ROCHA DOCES FINOS ME;sim
5828;JOSUEL PEREIRA BOMFIM MEI;sim
5832;B CASSIANO COSTA ME;sim
37933;CLABE INDUSTRIA E COMERCIO DE CARROCERIAS LTDA ME;sim
5868;GERTRUDES ANTONIA SOARES CARNEIRO MEI;sim
5889;MARTINS E MARTINS CONFEITARIA LTDA ME;sim
6031;HELLEN MIRAMAR SILVA MEI;sim
6054;MAGALHAES & RODRIGUES COMERCIAL E SERVICOS LTDA ME;sim
5987;ALEXANDRA MARTINS PADARIA ME;sim
7986;ALESSANDRO GARRETT DRONK MEI;sim
4919;IGREJA EVANGELICA ASSEMBLEIA DE DEUS;nao
5948;ORLANDO LUCAS DE OLIVEIRA MEI;sim
6041;GIOVANNA SOUZA DE LIMA DATE MEI;sim
5754;TRP CONSULTORIA ADMINISTRACAO E PARTICIPACOES LTDA ME;nao
7728;TECNOTOR USINAGEM DE PRECISAO EPP LTDA;sim
6599;IRAIZE RODRIGUES DOS SANTOS BACELAR ME;sim
7715;ROSEMERE GOMES DOS SANTOS ROCHA MEI;sim
6603;MARIA CRISTINA SANTANA DE OLIVEIRA MEI;sim
5582;TENDA DOS PAES RIBEIRAO PRETO LTDA ME;sim
5640;QUINEL SUCOS E EMBALAGENS LTDA;sim
5564;DAYANE PEREIRA ROCHA DOS SANTOS ME;sim
5534;ELENIZIA ALVES SANTOS MEI;sim
5549;SANSANA & MARTINS LTDA ME;sim
5627;FAL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA ME;sim
5663;HELILDO LOBATO GUEDES MEI;sim
5712;MARIA DO BONSUCESSO DIAS LANDIM MEI;sim
5775;MARIA VANDA CAVALCANTE DUARTE MEI;sim
5699;COMERCIAL SO CARNE LTDA ME;sim
5675;CODAP BRASIL LTDA;sim
5686;FABRICIO DE SOUZA ARMICHI & CIA LTDA ME;sim
5804;LAERCIO RIBEIRO DA SILVA MEI;sim
6504;MARIA DE LOURDES BURLAMAQUI FERREIRA MEI;sim
37889;CARLOS ROBERTO CARNEIRO DOS SANTOS BAR ME;sim
37884;CLAUDIO GREGORIO ESPINDOLA ME;sim
37923;RUPERMAN INDUSTRIA DE MOVEIS LTDA ME;nao
37931;AEROCAPAS IND E COMERCIO LTDA ME;sim
37913;CATARINENSE INDUSTRIA COMERCIO E LOCACAO DE BILHAR LTDA ME;sim
37891;FRANCISCO DE ASSIS MOREIRA CASTRO ME;sim
8658;SHOPBEM COMERCIO DE ELETRONICOS E ACESSORIOS LTDA ME;sim
37918;COMERCIAL DUARTE LTDA ME;sim
37899;INDUSTRIA METALURGICA HERNANDES LTDA ME;sim
7779;CPSILVA TELEFONIA CELULAR EPP LTDA;sim
8963;FRANCISCA ZILMAR DANTAS ME;sim
8958;JOB DE PAULA CASTRO MEI;sim
8960;MARCUS VINICIUS BERBEL REPRESENTACOES ME;sim
8967;YLANNA PORTO SANTOS ARAUJO MEI;sim
31545;MERCO LINE TRANSPORTES EIRELI ME;nao
31528;OSNILDA IRMA ROSA JOAQUIM ME;sim
8925;JAIME BARROS DA SILVA MEI;sim
9370;FRANCISCO EPIFANIO NETO ME;sim
9280;LIDIANE SILVA SANTOS MEI;sim
9259;TECIDOS BARA EPP LTDA;sim
31517;JR ZUEIRA ENTREGAS A DOMICILIO LTDA ME;sim
31520;IC TRANSPORTES LTDA;nao
9207;DISPATE DISTRIBUIDORA DE TECIDOS E REPRESENTACOES LTDA ME;nao
9146;ANTONIO HENRIQUE DOS SANTOS MEI;sim
9148;ILHA VERDE COMERCIO DE GAS E BEBIDAS LTDA ME;sim
9211;CONSTRUCATTO COMERCIO DE MATERIAIS DE CONSTRUCAO EPP LTDA;nao
9202;VR REFRIGERACAO COMERCIAL LTDA ME;sim
9365;TECIDOS E CONFECCOES IRMAOS JOSE DE PIRAJU LTDA ME;sim
9125;RONALDO MUNHOZ BERTOLINI ACOUGUE ME;sim
9367;MATERIAL DE CONSTRUCAO OTIPAGA LTDA ME;sim
9193;EDINALVA ALVES DE LIMA LANCHONETE ME;sim
9373;CELSO DONIZETE LOPES XAVIER ME;sim
9165;NILSON RODRIGUES DE OLIVEIRA MEI;sim
9377;VLADEMIR ALEIXO ME;sim
9228;ELETROMANDAGUACU MATERIAIS ELETRICOS LTDA ME;sim
9131;MUNDIAL CENTER LTDA ME;sim
9115;VETRO VITA COMERCIO DE VIDROS E ACESSORIOS EIRELI EPP;sim
31522;JULIO VALDO MIRO HIPPLER & CIA LTDA ME;sim
9110;LUIZ ANTONIO LAVES DOS SANTOS MEI;sim
31485;MARIA NUBIA DE MEDEIROS ROSA TRANSPORTES ME;sim
9128;HILDA LARANJEIRA DA SILVA MEI;sim
31498;EXPRESSO DE PRATA CARGAS LTDA;nao
9236;ANTONIO VICENTE DA SILVA MEI;sim
31604;CLAIR CORREA FAGUNDES MEI;sim
9269;MARLI PERES DA CRUZ DALL AGNOL MEI;sim
31588;LAENIO ANTONIO ELI EPP;sim
31592;AUTO VIACAO CATARINENSE LTDA;nao
9271;EZEQUIAS SOUZA SANTOS MEI;sim
9285;ERICA OLIVEIRA DA COSTA CONFECCOES ME;sim
9251;MARIO DE SOUSA GOMES ME;sim
9238;CARLOS RENATO RIBEIRO DIAS ME;sim
9253;SIMONE CRISTINA INACIO NOGUEIRA ME;sim
9248;SHEILA DE PAULA LOPES MEI;sim
9276;CHARLINE DA ROCHA OVIEDO MEI;sim
9311;SABRINA DE OLIVEIRA NASCIMENTO MEI;sim
9344;ENGESSA ACABAMENTOS EM GESSO LTDA ME;sim
9104;MARA RUDOLF OTTO EPP;sim
9348;MARIA MERCEDES MARONA DIAZ ME;sim
9353;REGINALDO O DE ALMEIDA ME;sim
9351;LAZARO WASHINGTON DA CUNHA ME;sim
31606;TRANSGUARARAPES TRANSPORTES COMERCIO LTDA ME;sim
9315;DIENIFFER CAROLINE SANCHES MONDENEZ ME;sim
9290;PAULO HENRIQUE CARDOSO PEDROSO;sim
9287;GRAZIELA DUARTE HOLANDA MEI;sim
9293;M C DA SILVA BARROS COMERCIO DE ROUPAS ME;sim
9313;SUELY HATSUE TASHIRO KAWAMURA ME;sim
9273;VALDETE FERREIRA DE LIMA MEI;sim
9142;CLEIDE FERREIRA DOS SANTOS ME;sim
9221;COMERCIO DE COMBUSTIVEIS MORRO VERMELHO LTDA;sim
9214;S DE O CARNEIRO ME;sim
31557;JOAO FABIO SAVELLI TRANSPORTES;sim
9223;ALMIR VICENTE RODRIGUES ME;sim
9219;MARIA NELIAN ARRAIS MEI;sim
9204;CASA IDEAL MATERIAIS DE CONSTRUCAO LTDA;nao
31577;MARLENE ALVES DOS REIS EPP;sim
31582;JAIRO BOAVENTURA DA COSTA ME;sim
31586;JOSE RAIMUNDO MONTEIRO & CIA LTDA ME;sim
9183;ANDERSON LUIS DE ARAUJO SAMPAIO MEI;sim
9167;AURIANE QUEIROZ DE SOUZA MEI;sim
9186;ROSIEL RODRIGUES DA SILVA ME;nao
31579;TRANSPORTES GNOATTO LTDA ME;sim
9490;LOURENCO E FREITAS LTDA ME;sim
9484;AMERICAN BOX VIDRACARIA LTDA ME;sim
9495;M CAMICCIA & DALMOLIN LTDA ME;sim
9513;VEGA INDUSTRIA E COMERCIO DE VESTUARIO E FACCOES LTDA;nao
9535;A L B DE OLIVEIRA ME;sim
9548;RENATA SILVA DE MATOS MEI;sim
9551;VANDERLEY PEREIRA DA SILVA ME;sim
9527;JAPAN STAMP DISTRIBUIDORA DE MATERIAIS DE PAPELARIA LTDA;sim
9521;SONIA DO CARMO DE ARAUJO ACOUGUE E MERCEARIA ME;sim
9517;ATOMO PRINT INFORMATICA LTDA ME;sim
9525;DAITON SANTOS SOUSA ME;sim
9545;CILIANE ARTIGOS DE VESTUARIO LTDA ME;sim
9466;CARMINDO JOVINO DOS SANTOS MEI;sim
9442;COOPERATIVA AGROPECUARIA DE PITANGUI LTDA;nao
9446;WANDERSON AZEVEDO FERREIRA ME;sim
